id,ano,area,posicao,co_item,question,alternatives,label,IU,description,difficulty_score,has_irt,caderno_cor
questao_53,2023,CH,53,141104,"[[placeholder]] Nas reportagens publicadas sobre a inauguração do Museu de Arte de São Paulo, em 1947, quando ele ainda ocupava um edifício na rua Sete de Abril, Lina Bo Bardi não foi mencionada nenhuma vez. A arquiteta era responsável pelo projeto do museu que mudaria para sempre a posição de São Paulo no circuito mundial das artes. Mas não houve nenhum registro disso. O louvor se concentrou em seu marido e parceiro profissional, o respeitado crítico de arte Pietro Maria Bardi. Passados 75 anos, a mulher então ignorada recebeu um Leão de Ouro póstumo, a maior homenagem da Bienal de Arquitetura de Veneza, e tem agora sua história contada em duas biografias de peso, que procuram destrinchar uma carreira marcada pela ousadia e pela contradição. As transformações pelas quais passaram as sociedades ocidentais, e que possibilitaram o reconhecimento recente do trabalho da arquiteta mencionada no texto, foram resultado das mobilizações sociais pela","[""equidade de gênero."", ""liberdade de expressão."", ""admissibilidade de voto."", ""igualdade de oportunidade."", ""reciprocidade de tratamento.""]",A,True,"Descrição da fotografia: Museu de Arte de São Paulo (Masp) com imponente fachada de linhas retas no estilo arquitetônico modernista; em frente ao museu, há pessoas caminhando na calçada.",0.636621,True,VERDE
questao_54,2023,CH,54,140612,[[placeholder]] Fotografia da avó bordada A definição de Sertão descrita no bordado associa esse recorte espacial a,"[""percursos e roteiros turísticos."", ""trajetos e movimentos holísticos."", ""vivências e itinerários socioafetivos."", ""fronteiras e demarcações territoriais."", ""profissões e interesses econômicos.""]",C,True,"Descrição da fotografia: Tecido bordado em linhas coloridas com a estampa de uma senhora no centro da imagem. A estampa está rodeada pelo desenho de um recorte espacial do Sertão e, abaixo, no tecido, está escrita a seguinte definição: “Sertão é a avó bordando caminhos com linhas coloridas”.",0.548118,True,VERDE
questao_55,2023,CH,55,125687,"Novo Correio de Modas, 1853 Felizes tempos eram esses! As moças iam à missa de madrugada. De dia ninguém as via e se alguma, em dia de festa, queria passear com a avó ou a tia, havia de ir de cadeirinhas. Bem razão têm os nossos velhos de chorar por esses tempos, em que as filhas não sabiam escrever, e por isso não mandavam nem recebiam bilhetinhos. Na perspectiva do autor, as tradições e os costumes sociofamiliares sofreram alterações, no século 19, decorrentes de quais fatores?","[""Hábitos de leitura e mobilidade regional."", ""Circulação de impressos e trânsito religioso."", ""Valorização da língua e imigração estrangeira."", ""Práticas de letramento e transformação cultural."", ""Flexibilização do ensino e reformismo pedagógico.""]",D,False,,0.647028,True,VERDE
questao_56,2023,CH,56,140453,"No Cerrado, o conhecimento local está sendo cada vez mais subordinado à lógica do agronegócio. De um lado, o capital impõe os conhecimentos biotecnológicos, como mecanismo de universalização de práticas agrícolas e de novas tecnologias, e de outro, o modelo capitalista subordina homens e mulheres à lógica do mercado. Assim, as águas, as sementes, os minerais, as terras (bens comuns) tornam-se propriedade privada. Além do mais, há outros fatores negativos, como a mecanização pesada, a “pragatização” dos seres humanos e não humanos, a violência simbólica, a superexploração, as chuvas de veneno e a violência contra a pessoa. Os elementos descritos no texto, a respeito da territorialização da produção, demonstram que há um","[""cerco aos camponeses, inviabilizando a manutenção das condições para a vida."", ""descaso aos latifundiários, impactando a plantação de alimentos para a exportação."", ""desprezo ao assalariado, afetando o engajamento dos sindicatos para o trabalhador."", ""desrespeito aos governantes, comprometendo a criação de empregos para o lavrador."", ""assédio ao empresariado, dificultando o investimento de maquinários para a produção.""]",A,False,,0.720858,True,VERDE
questao_57,2023,CH,57,140581,"TEXTO 1 Com uma população de 25 milhões de habitantes (cerca de 60 por cento de minorias muçulmanas, principalmente da etnia Uigur), Xinjiang é uma região estratégica para a China. Faz fronteira com oito países, é uma artéria crucial do megaprojeto de infraestrutura chinês Cinturão e Rota e tem as maiores reservas nacionais de carvão e gás natural. TEXTO 2 Dentre as províncias da Região Oeste, Xinjiang se destaca ao receber mais de 1,7 milhão de migrantes entre 2000 e 2010. O principal motivo desse fluxo migratório é que o governo fornece subsídios à população visando aumentar a proporção de chineses da etnia Han em relação à população local de etnias turca e muçulmana. A política demográfica para a província mencionada nos textos é parte da seguinte ação estratégica do governo chinês:","[""Promover a ocupação rural."", ""Favorecer a liberdade religiosa."", ""Descentralizar a gestão pública."", ""Incentivar a pluralidade cultural."", ""Assegurar a integridade territorial.""]",E,False,,0.661738,True,VERDE
questao_58,2023,CH,58,48754,"Dialética do esclarecimento Theodor Adorno e Max Horkheimer A diversão é o prolongamento do trabalho sob o capitalismo tardio. Ela é procurada por quem quer escapar ao processo de trabalho mecanizado para se pôr de novo em condições de enfrentá-lo. Mas, ao mesmo tempo, a mecanização atingiu um tal poderio sobre a pessoa em seu lazer e sobre a sua felicidade, ela determina tão profundamente a fabricação das mercadorias destinadas à diversão que essa pessoa não pode mais perceber outra coisa senão as cópias que reproduzem o próprio processo de trabalho. No texto, o tempo livre é concebido como","[""consumo de produtos culturais elaborados no mesmo sistema produtivo do capitalismo."", ""forma de realizar as diversas potencialidades da natureza humana."", ""alternativa para equilibrar tensões psicológicas do dia a dia."", ""promoção da satisfação de necessidades artificiais."", ""mecanismo de organização do ócio e do prazer.""]",A,False,,0.662132,True,VERDE
questao_59,2023,CH,59,141388,"[[placeholder]] A charge ilustra um anseio presente na sociedade contemporânea, que se caracteriza pela","[""situação de revolta individual."", ""satisfação de desejos pessoais."", ""participação em ações decisórias."", ""permanência em passividade social."", ""conivência em interesses partidários.""]",C,True,"Descrição da charge: A charge, da artista Laerte, apresenta três quadrinhos de uma mulher sentada no chão segurando uma lâmpada mágica do Gênio. No primeiro quadrinho, a mulher pede para a lâmpada: “Eu queria poder.”. No segundo quadrinho, a lâmpada questiona: “Força? Visão de raio X? Telecinese? Telepatia?”. No terceiro quadrinho, a mulher responde: “Poder político.”.",0.636753,True,VERDE
questao_60,2023,CH,60,125719,Quem se mete pelo caminho do pedido de perdão deve estar pronto a escutar uma palavra de recusa. Entrar na atmosfera do perdão é aceitar medir-se com a possibilidade sempre aberta do imperdoável. Perdão pedido não é perdão a que se tem direito [devido]. É com o preço destas reservas que a grandeza do perdão se manifesta. A reflexão sobre o perdão apresentada no texto encontra fundamento na(s),"[""rejeição particular amparada pelo desejo de poder."", ""decisão subjetiva determinada pela vontade divina."", ""liberdade mitigada pela predestinação do espírito."", ""escolhas humanas definidas pelo conhecimento empírico."", ""relações interpessoais mediadas pela autonomia dos indivíduos.""]",E,False,,0.660226,True,VERDE
questao_61,2023,CH,61,141106,"Superar a história da escravidão como principal marca da trajetória do negro no país tem sido uma tônica daqueles que se dedicam a pesquisar as heranças de origem afro à cultura brasileira. A esse esforço de reconstrução da própria história do país, alia-se agora a criação da plataforma digital Ancestralidades. “A história do negro no Brasil vai continuar sendo contada, e cada passo que a gente dá para trás é um passo que a gente avança”, diz Márcio Black, idealizador da plataforma, sobre o estudo de figuras ainda encobertas pela perspectiva histórica imposta pelos colonizadores da América. Em relação ao conhecimento sobre a formação cultural brasileira, iniciativas como a descrita no texto favorecem o(a)","[""recuperação do tradicionalismo."", ""estímulo ao antropocentrismo."", ""reforço do etnocentrismo."", ""resgate do teocentrismo."", ""crítica ao eurocentrismo.""]",E,False,,0.76697,True,VERDE
questao_62,2023,CH,62,63635,"A Guerra da Palestina Escrito durante a Primeira Guerra Mundial, o seguinte trecho faz parte da carta enviada pelo secretário do exterior britânico, Sir Arthur James Balfour, ao banqueiro Lord Rotschild, presidente da Liga Sionista, em 2 de novembro de 1917, a carta ficou conhecida como Declaração Balfour: “O governo de Sua Majestade vê com aprovação o estabelecimento na Palestina de um lar nacional para o povo judeu, e fará todos os esforços para facilitar tal objetivo. Nada será feito que possa prejudicar os direitos civis e religiosos das comunidades não judaicas na Palestina.” A análise do resultado do processo em questão revela que o governo inglês foi incapaz de garantir seu objetivo de","[""promover o bem-estar social."", ""negociar o apoio muçulmano."", ""mediar os conflitos territoriais."", ""estimular a cooperação regional."", ""combater os governos autocráticos.""]",C,False,,0.785601,True,VERDE
questao_63,2023,CH,63,140194,"TEXTO 1 Pedagogia da autonomia Paulo Freire Como presença consciente no mundo não posso escapar à responsabilidade ética no meu mover-me no mundo. Se sou puro produto da determinação genética ou cultural ou de classe, sou irresponsável pelo que faço no meu mover-me no mundo e, se careço de responsabilidade, não posso falar em ética. TEXTO 2 Paulo Freire construiu uma pedagogia da esperança. Na sua concepção, a história não é algo pronto e acabado. As estruturas de opressão e as desigualdades, apesar de serem naturalizadas, são sócio e historicamente construídas. Daí a importância de os educandos tomarem consciência da sua realidade para, assim, transformá-la. Com base no conceito de ética pedagógica presente nos textos, os educandos tornam-se responsáveis pela","[""participação sociopolítica."", ""definição estético-cultural."", ""competição econômica local."", ""manutenção do sistema escolar."", ""capacitação de mobilidade individual.""]",A,False,,0.765914,True,VERDE
